Referencia NCM;% depreciação;ID;Quantidade;Descrição;COD_INTERNO;ORIGEM;Valor unitário;Tipo de produto;activo/inactivo;localização;Data de Compra;ACORDO;COD_ANTIGO;NOTA_FISCAL;FORNECEDOR;EAN 128;Colunas1;Colunas2;Colunas3
9402.90.20;10;1151;1;Cama FAWLER mecánica s/ rodas ou s/ grades;3156;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;10;1152;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3157;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;10;1153;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3158;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;10;1154;1;Mesa de cabeceira em FERRO c/ 1 prateleira;595;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;10;1155;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3159;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;;1156;1;Berço em acrilico c/ base em ferro e c/ colchão;3160;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;;1157;1;Berço em acrilico c/ base em ferro e c/ colchão;3161;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;;1158;1;Berço em acrilico c/ base em ferro e c/ colchão;3162;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9405.92.00;;1159;6;Suportes de luz de cor branca;99999;;;Iluminação;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;;1160;6;Fixadores de braço de suporte para soro;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.90;;1161;6;Braços de suporte de soro amoviveis;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
8428.40.00;;1162;1;Escada em FERRO com 2 degraus em madeira;3173;;;Outros;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
8428.40.00;;1163;1;Escada em FERRO com 2 degraus em madeira;915;;;Outros;Activo;Ala Feminina, Enfermaria 4;;;;;;;;;
9402.90.20;10;1164;1;Cama FAWLER Mecánica s/ rodas e s/ grades;902;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.20;10;1165;1;Cama FAWLER c/ rodas e c/ grades;3163;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.20;10;1166;1;Cama FAWLER Mecánica s/ rodas e s/ grade;3164;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.20;10;1167;1;Cama FAWLER Mecánica s/ rodas e s/ grade;904;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.20;10;1168;1;Cama FAWLER mecánica antiga c/ cabeceira e pés tapados;3165;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1169;1;Berço em acrilico c/ base em ferro e c/ colchão;3166;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1170;1;Berço em acrilico c/ base em ferro e c/ colchão;3167;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1171;1;Berço em acrilico c/ base em ferro e c/ colchão;3168;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1172;1;Berço em acrilico c/ base em ferro e c/ colchão;3169;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1173;2;Berços em acrilico s/ base c/ colchão;99999;;;Eq. Hospitalar;Desactivo;Ala Feminina, Enfermaria 3;;;;;;;;;
9401.80.00;;1174;1;Cadeira preta em plástico;3170;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;10;1175;1;Mesa de cabeceira c/ 1 prateleira em FERRO;3171;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 4;;;341;;;;;;
9405.92.00;;1176;6;Suportes de luz brancos em plástico;99999;;;Iluminação;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1177;6;Fixadores de braço de suporte para soro;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9402.90.90;;1178;6;Braços de suporte de soro amoviveis;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
9401.80.00;;1179;1;Cadeira preta em plástico ;3172;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 3;;;;;;;;;
6910.10.00;;1180;2;Vaso sanitário completo;99999;;;Outros;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
3922.90.00;;1181;1;Balde de lixo em plástico pequeno;99999;;;Outros;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
7610.10.00;25;1182;2;Portas em Aluminio c/ vidraça;99999;;;Mobiliário em Aluminio;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
3922.90.00;;1183;1;Balde de lixo Amarelo grande hospitalar c/ tampa;99999;;;Lixeira;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
3922.90.00;;1184;1;Balde de lixo Grande de cor cinza s/ tampa;99999;;;Lixeira;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
3922.90.00;;1185;1;Papeleira Dispensador de papel;99999;;;Higiene;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
3922.90.00;;1186;1;Saboneteira;99999;;;Higiene;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
7325.99.90;;1187;1;Aparadeira em aço inox;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
8516.10.00;20;1188;1;Chuveiro Lorenzetti Maxi ducha;99999;;;Electronico;Activo;Ala Feminina, Banheiro entre Enf 3 e Enf 4;;;;;;;;;
9402.90.20;10;1189;1;Cama FAWLER c/ grade s/ rodas;916;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 5;;;;;;;;;
9402.90.20;10;1190;1;Cama FAWLER c/ rodas e c/ grades mecánica;3175;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.20;10;1191;1;Cama FAWLER c/ rodas e c/ grades mecánica;3174;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.20;10;1192;1;Cama FAWLER c/ rodas e c/ grades mecánica;3176;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.20;10;1193;1;Cama FAWLER c/ rodas e c/ grades mecánica;438;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.90;10;1194;1;Mesa de cabeceira em FERRO c/ 1 prateleira;921;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.90;10;1195;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3177;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
;;1196;1;Aparadeira em plástico de cor branca;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2, Banheiro;;;;;;;;;
3922.90.00;;1197;1;Caixote de Lixo c/ tampa cor verde;99999;;;Outros;Activo;Ala Feminina, Enfermaria 2, Banheiro;;;;;;;;;
8516.10.00;20;1198;1;Chuveiro FAME;99999;;;Electronico;Activo;Ala Feminina, Enfermaria 2, Banheiro;;;;;;;;;
6910.90.00;;1199;1;Pia em Louça;99999;;;Outros;Activo;Ala Feminina, Enfermaria 2, Banheiro;;;;;;;;;
3922.90.00;;1200;1;Saboneteira;99999;;;Outros;Activo;Ala Feminina, Enfermaria 2, Banheiro;;;;;;;;;
9401.80.00;;1201;1;Cadeira branca em plástico PARIS;3178;;20,9;Mobiliário em plástico;Activo;Refeitório;;;;;;;;;
9402.90.90;;1202;3;Fixadores de braço de suporte para soro;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.90;;1203;3;Braços de suporte de soro amoviveis;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
8528.72.00;;1204;1;"Televisor CCE 14""";99999;;;Televisor;Desactivo;ND;;;;;;;;;
;;1205;1;"Suporte de TV 14""";99999;;;Outros;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
8428.40.00;;1206;1;Escada de 2 degraus em FERRO e degrau em madeira;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 2;;;;;;;;;
9402.90.20;10;1207;1;Cama FAWLER c/ rodas e c/ grade;917;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.20;10;1208;1;Cama FAWLER c/ rodas e c/ grade;918;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.20;10;1209;1;Cama FAWLER c/ rodas e c/ grade;3180;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.20;10;1210;1;Cama FAWLER Mod. Standard c/ grades;3179;;1490;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.20;10;1211;1;Cama FAWLER;MS;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1212;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3181;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1213;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3183;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9401.80.00;;1214;1;Cadeira branca em plástico PARIS;3182;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1215;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3184;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1216;1;Mesa de cabeceira em FERRO c/ 1 prateleira;3185;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1217;1;Mesa de cabeceira em FERRO c/ 1 prateleira;497;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9401.80.00;;1218;1;Cadeira preta em plástico;3189;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9401.80.00;;1219;1;Cadeira preta em plástico;3186;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9401.80.00;;1220;1;Cadeira branca em plástico PARIS;3187;;;Mobiliário em plástico;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;10;1221;1;Mesa de cabeceira c/ 1 prateleira em FERRO;3188;;;Mobiliário em FERRO;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
8428.40.00;;1222;1;Escada de 2 degraus em FERRO e degrau em madeira;3190;;;Outros;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
8428.40.00;;1223;1;Escada 2 degraus em madeira;3191;;;Outros;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;;1224;5;Fixadores de braço de suporte para soro;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
9402.90.90;;1225;5;Braços de suporte de soro amoviveis;99999;;;Eq. Hospitalar;Activo;Ala Feminina, Enfermaria 1;;;;;;;;;
3922.90.00;;1226;1;Caixote de lixo branco com tampa azul c/ pedal em plástico;99999;;;Lixeira;Activo;Ala Feminina, Corredor;;;;;;;;;
8452;10;1227;1;Maq. Costura Singer Promise 1408 110v;1081;;230;Electronico;Activo;Sala de costura;17/05/2012;;;;;;;;
8452;10;1228;1;Máq. De costura Singer 15C c/ móvel e pedal;1127;;;Outros;Activo;Sala de costura;;;;;;;;;
8517.19.20;0;1229;1;Telefone intelBras pleno;3192;;;Telefonia;Activo;Sala de costura;;;;;;;;;
8452;10;1230;1;Máq. De Costura Singer;1128;;629,9;Outros;Activo;Sala de costura;29/10/2008;;;11637;Mobilita comercio e representacoes ltda;;;;
4414.00.00;;1231;1;Quadro Pina de Paula moldura em madeira;99999;COMODATO;;Outros;Activo;Sala de costura;;funcionario;;;;;;;
9403.60.00;;1232;1;Móvel em madeira branco e amarelo 6 portas e 3 gavetas;3193;;;Mobiliário de madeira;Activo;Sala de costura;;;;;;;;;
;;1233;1;Cobertor;99999;;;Outros;Activo;Sala de costura;;;;;;;;;
8418.50.10;;1234;1;Refrigerador Geladeira Consul CVU18 127;3194;COMODATO;;Electrodomestico;Activo;Auditório;;Dr. Odilon;;;;;;;
9401.80.00;;1235;1;Cadeira em plástico preta;3195;;;Mobiliário em plástico;Activo;Auditório;;;1361;;;;;;
8418.69.31;;1236;1;Puritonic Purificador de água Lapaputr 14S;3196;;260,91;Bebedouro;Activo;Auditório;29/12/2012;;;;;;;;
3922.90.00;;1237;1;Lixeira em plástico branca;99999;;;Lixeira;Activo;Auditório;;;;;;;;;
9401.80.00;;1238;1;Longarina c/ 4 cadeiras de cor azul em plástico;3197;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1239;1;Longarina c/ 4 cadeiras de cor azul em plástico;3198;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1240;1;Longarina c/ 4 cadeiras de cor azul em plástico;3199;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1241;1;Longarina c/ 4 cadeiras de cor azul em plástico;3200;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1242;1;Longarina c/ 4 cadeiras de cor azul em plástico;3201;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1243;1;Longarina c/ 4 cadeiras de cor azul em plástico;3202;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1244;1;Longarina c/ 4 cadeiras de cor azul em plástico;3203;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1245;1;Longarina c/ 4 cadeiras de cor azul em plástico;3204;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1246;1;Longarina c/ 4 cadeiras de cor azul em plástico;3205;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1247;1;Longarina c/ 4 cadeiras de cor azul em plástico;3206;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1248;1;Longarina c/ 4 cadeiras de cor azul em plástico;3207;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1249;1;Longarina c/ 4 cadeiras de cor azul em plástico;3208;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1250;1;Longarina c/ 4 cadeiras de cor azul em plástico;3209;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9401.80.00;;1251;1;Longarina c/ 4 cadeiras de cor azul em plástico;3210;;275;Mobiliário em plástico;Activo;Auditório;23/01/2013;PAHI;;1120 serie 1;Vanderlei ISIDORO EPP;;;;
9603.10.00;;1252;1;Vassoura;99999;;;Limpeza;Activo;Auditório;;;;;;;;;
9403.60.00;;1253;1;Banco confeccionado em MADEIRA medindo 2,80 m x 0,30 m;721;;230;Mobiliário de madeira;Activo;Auditório;;;;;;;;;
9403.60.00;;1254;1;Banco confeccionado em MADEIRA medindo 2,80 m x 0,30 m;722;;230;Mobiliário de madeira;Activo;Auditório;;;;;;;;;
8414.51.90;10;1255;1;Ventilador de pé com 4 pernas Casita CSRF 16 BI 127V;3211;;;Ventilador;Activo;Auditório;;PAHI;;;;;;;
8414.51.90;10;1256;1;Ventilador de pé com 4 pernas Casita CSRF 16 BI 127V;3212;;;Ventilador;Activo;Pediatria;;PAHI;;;;;;;
9403.30.00;;1257;1;Mesa confeccionada em MADEIRA tam 2,40 m x 0,80 m ( INVERNIZADA );718;;300;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
9403.60.00;;1258;1;Cadeira confeccionada em MADEIRA e com assento em couro;3213;;220;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
9403.60.00;;1259;1;Cadeira confeccionada em MADEIRA e com assento em couro;3214;;220;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
9403.60.00;;1260;1;Cadeira confeccionada em MADEIRA e com assento em couro;3215;;220;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
8528.69.10;;1261;1;Ecrâ, tela de projecção e suporte VisoGraf Tela de protecção 100 tecido vinil TLTS 180 180x;3216;;296,85;Outros;Activo;Auditório;02/01/2013;PAHI;;serie 1 001772421;Kabum;;;;
;;1262;2;Extensões electricas c/ 3 entradas;99999;;;Electronico;Activo;Auditório;;;;;;;;;
9403.60.00;;1263;1;Cadeira confeccionada em MADEIRA BRUTA com assento  ( INVERNIZADA );727;;60;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
;;1264;1;Suporte em FERRO de cor preta topo triangular;3217;;;Mobiliário em FERRO;Activo;Auditório;;;;;;;;;
8518.21.00;20;1265;1;Caixas de som BSA P21-A c/ suporte;3218;;1167,5;CaixaDeSom;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
8518.21.00;20;1266;1;Caixas de som BSA P21-A c/ suporte;3219;;1167,5;CaixaDeSom;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
8518.21.00;;1266,1;1;Cabos de Audio;3219,1;;78,5;Electronico;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
;;1267;1;Imagem em Louça de Sto António da Estiva;99999;;;Outros;Activo;Auditório;;;;;;;;;
8517.19.20;0;1268;1;Telefone Teleji KXT881;3220;;;Telefonia;Activo;Auditório;;;;;;;;;
;;1269;1;Wattsom MXS 8S Audio Mixer;3221;;320;Electronico;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
9403.10.00;10;1270;1;Estante de suporte s/ prateleiras para aparelho de som em FERRO preta;3222;;60;Mobiliário em FERRO;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
;;1271;1;TSiPro Microfones MS115-UHF + microfone;3223;;189;Electronico;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
8518.10;;1272;1;Microfone com fio;99999;;150;Electronico;Activo;Auditório;29/01/2013;;;64 SERIE 1;Mafra Melo Comercio LTDA ME;;;;
9007;10;1273;1;Epson Model H309A Led Projector;3224;COMODATO;;Electronico;Activo;Auditório;;Dr. Odilon;;;;;;;
8518.21.00;;1274;1;Hi-Fi de som Philco PH672 c/ 2 colunas de som;3225;;;CaixaDeSom;Activo;Auditório;;Dr. Odilon;;;;;;;
9405.92.00;;1275;1;Suporte de luz;99999;;;Iluminação;Activo;Auditório;;;;;;;;;
9403.60.00;;1276;1;Cruz de Cristo em madeira e a imagem de cristo em Louça;99999;;;Outros;Activo;Auditório;;Npatrimoniar;;;;;;;
;;1277;1;Toalha de mesa branca;99999;;;Outros;Activo;Auditório;;Npatrimoniar;;;;;;;
;;1278;1;Suporte de vaso para planta em FERRO;99999;;;Mobiliário em FERRO;Activo;Auditório;;Npatrimoniar;;;;;;;
9401.80.00;;1279;1;Cadeira em plástico preta;3226;;;Mobiliário em plástico;Activo;Auditório;;;;;;;;;
;;1280;1;Quadro Rio Antigo s/ moldura;3227;;;Outros;Activo;Auditório;;;;;;;;;
;;1281;1;Placa em acrilico Salão de estudos e convenções;99999;;;Outros;Activo;Auditório;;;;;;;;;
9403.30.00;;1282;1;Mesa de escrivaninha em Madeira 2 gavetas de arquivo e 2 gavetas grandes 1 gaveta pequena;171;;;Mobiliario em madeira;Activo;Auditório;;;;;;;;;
6910.10.00;;1283;2;Vaso sanitário completo;99999;;;Outros;Activo;Auditório, Banheiros;;;;;;;;;
3922.90.00;;1284;2;Baldes de lixo;99999;;;Lixeira;Activo;Auditório, Banheiros;;;;;;;;;
6910.90.00;;1285;1;Pia em Louça;99999;;;Outros;Activo;Auditório, Banheiros;;;;;;;;;
;;1286;2;Cortinas brancas;99999;;;Outros;Activo;Auditório, Banheiros;;Npatrimoniar;;;;;;;
9403.10.00;10;1287;1;Estante em AÇO com 3 prateleiras;99999;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1288;1;Estante em AÇO com 7 prateleiras;41;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1289;1;Estante em AÇO com 7 prateleiras;42;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1290;1;Estante em AÇO com 7 prateleiras;43;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1291;1;Estante em AÇO com 7 prateleiras;44;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1292;1;Estante em AÇO com 7 prateleiras;45;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1293;1;Estante em AÇO com 8 prateleiras;46;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1294;1;Estante em AÇO com 6 prateleiras;48;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1295;1;Estante em AÇO com 6 prateleiras;49;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1296;1;Estante em AÇO com 6 prateleiras;50;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1297;1;Estante em AÇO com 6 prateleiras;51;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1298;1;Estante em AÇO com 6 prateleiras;52;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
9403.10.00;10;1299;1;Estante em AÇO com 6 prateleiras;47;;;Mobiliário em AÇO;Activo;Arquivo;;;;;;;;;
3922.90.00;;1300;1;Balde de lixo em plástico pequeno;99999;;;Mobiliário em plástico;Activo;Arquivo;;;;;;;;;
9403.60.00;;1301;1;Mesa de madeira c/ 1 gaveta;60;;120;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
9403.30.00;10;1302;1;Mesa de escritorio 3 gavetas pequenas 1 larga;3296;;250;Mobiliário de madeira;Activo;Arquivo;;;56;;;;;;
9403.30.00;10;1303;1;Mesa de escritorio com 3 gavetas;57;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
9403.60.00;;1304;1;Cadeira em madeira;75;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
9401.71.00;;1305;1;Cadeira em FERRO e madeira;76;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
9403.30.00;10;1306;1;Mesa de cor branca em MADEIRA , Escritorio;3297;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
9403.30.00;10;1307;1;Mesa de cor branca EM MADEIRA. Escritorio;58;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
8471.50.10;20;1308;1;Gabinete de PC c/ 4 baías FT Mod. 401E;3228;;;Computador;Activo;Arquivo;;PAHI;;;;;;;
8528.51.20;20;1309;1;Monitor Samsung S19B300B SN:0288HQACA06988J;3229;;391;Monitor;Activo;Arquivo;25/04/2013;;;;Carlos e Cristiane Informatica e Telefonia Celular LTDA ME;;;;
9403.60.00;;1310;1;Mesa grande em madeira branca;3298;;;Mobiliário de madeira;Activo;Arquivo;;;;;;;;;
8471.60.52;20;1311;1;Teclado NewLink;3230;;;TecladoPC;Activo;Arquivo;;;;;;;;;
8471.60.53;20;1312;1;Rato Mouse Optico;3231;;0,01;RatoPC;Activo;Arquivo;;;;;;;;;
9401.30.90;;1313;1;Cadeira  c/ rodizios;713;;;Mobiliário em FERRO;Activo;Arquivo;;;;;;;;;
8518.21.00;20;1314;1;Caixas de som pretas;3232;;;CaixaDeSom;Activo;Arquivo;;;;;;;;;
8517.19.20;0;1315;1;Telefone IntelBras Pleno;1312;;;Telefonia;Desactivo, Avariado;Manutenção;;;;;;;;;
8472.90.40;10;1316;1;Grampeador Adeck;68;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
8472.90.40;10;1317;1;Grampeador pequeno GE304;69;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
8472.90.40;10;1318;1;Grampeador pequeno;1313;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
8472;10;1319;1;Furador MaxPrint MX p-40;1315;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
8213.00.00;;1320;1;Tesoura;99999;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
;;1321;1;Extensão electrica;99999;;;Electronico;Activo;Arquivo;;;;;;;;;
4415.10.00;;1322;1;Caixa de madeira;3299;;;Madeira;Activo;Arquivo;;;;;;;;;
;;1323;1;Relógio de parede;61;;;Electronico;Activo;Arquivo;;;;;;;;;
8428.40.00;;1324;1;Escada com 5 degraus;73;;;Outros;Activo;Arquivo;;;;;;;;;
8414.51.90;10;1325;1;Ventilador de pé Britania SuperTurbo coluna 30;3233;COMODATO;;Ventilador;Activo;Arquivo;;Dr. Odilon;;;;;;;
9401.71.00;;1326;1;Cadeira em FERRO c/ estofo azul;3235;;;Mobiliário em FERRO;Activo;Dpto de Pessoal;;;;;;;;;
8471;20;1327;1;NoBreak Evolution;66;;;Electronico;Activo;Arquivo;;;;;;;;;
9401.71.00;;1328;1;Cadeira em FERRO c/ assento e encosto em madeira;71;;;Mobiliario em madeira;Activo;Arquivo;;;;;;;;;
8304;10;1329;2;Bandeja organizadora;99999;;;Material de Escritório;Activo;Arquivo;;;;;;;;;
9603.10.00;;1330;1;Vassoura;99999;;;Outros;Activo;CAF;;;;;;;;;
9403.10.00;10;1331;1;Estante em AÇO c/ 6 prateleiras;137;;;Mobiliário em AÇO;Activo;CAF;;;;;;;;;
9403.10.00;10;1332;1;Estante em AÇO c/ 7 prateleiras;138;;;Mobiliário em AÇO;Activo;CAF;;;;;;;;;
9403.10.00;10;1333;1;Estante em AÇO c/ 5 prateleiras;133;;;Mobiliário em AÇO;Activo;CAF;;;;;;;;;
